,Implement,Load_Percentage,Speed,Area_Covered,HP_of_Tractor,Working_Depth,Working_Width,Fuel_Consumed,Fuel_Efficiency,Soil_Type,Terrain_Condition
1124,Harrow,91.56028202812188,8.354894174800556,4.084009207644886,47.09137045432783,21.396238820321475,,69.95,17.13,Silty,Hilly
1125,Harrow,62.605850359852965,4.992408126367861,1.674131309426473,87.48066504330913,7.148289036931725,,7.88,4.71,Clay,Hilly
1126,Seeder,94.00179867711589,9.459732057661249,3.867512364200463,41.2762969555975,,2.172728219255641,101.02,26.12,Silty,Slightly Hilly
1127,Harrow,52.751230518219174,3.0940505507741056,0.570160684358346,39.794601866351606,19.546983476556505,,0.75,1.31,Sandy,Very Hilly
1128,Seeder,54.33394272353492,9.514994757633367,1.1018289317612955,51.146332778612944,,2.440194741387251,16.38,14.86,Silty,Very Hilly
1129,Plow,79.91689809095676,9.228636781889634,1.8228082760115434,56.04018667995674,13.045051539352638,,18.8,10.31,Silty,Flat
1130,Plow,93.17276853609366,4.840270230053343,4.291575050060739,35.59058221476656,26.971339988920594,,30.12,7.02,Silty,Slightly Hilly
1131,Seeder,83.65175065327666,2.4119837536845363,4.181707502436078,51.36491363884578,,2.048612138869637,18.18,4.35,Sandy,Slightly Hilly
1132,Rotavator,68.25240371166923,8.61861762571806,1.9842776549626122,95.66928891382952,24.732834004542447,,39.07,19.69,Silty,Hilly
1133,Harrow,82.38452934340769,2.6510205795482333,1.0184328762813577,76.26592905492797,29.90384316112982,,6.05,5.94,Sandy,Very Hilly
1134,Seeder,59.48394544550919,7.6339958583267125,4.395011939464471,42.20999227779025,,2.922053164188282,57.45,13.07,Sandy,Slightly Hilly
1135,Rotavator,67.1863902143482,5.90200908910707,2.826166911271296,95.90469458055614,7.762202082652232,,10.24,3.62,Sandy,Very Hilly
1137,Harrow,95.12899823034921,9.306570779302971,0.80091042104723,64.17955728458134,13.623850101252584,,8.37,10.46,Loamy,Very Hilly
1138,Rotavator,96.30824862946362,7.000698693393179,3.550458599738887,33.00106911017362,5.295463724062806,,6.8,1.92,Clay,Very Hilly
1139,Plow,76.96838067516171,9.293409856227687,4.279323773191312,76.66677387865063,7.9785394426122735,,29.26,6.84,Silty,Hilly
1140,Harrow,71.65957842920179,3.334521679017784,0.6803183041707568,32.158056885861875,12.346501539079387,,0.82,1.21,Sandy,Very Hilly
1141,Harrow,98.66757940077335,9.890463881114908,1.7424934110043604,60.033724034375226,17.89444124749404,,44.04,25.27,Silty,Flat
1142,Plow,55.80111060975763,5.272379365335951,4.720845866699367,87.06846220100459,16.34679474344079,,27.32,5.79,Loamy,Slightly Hilly
1143,Sprayer,60.148901363300276,8.195318812385317,2.272936876093145,61.679166255218426,,1.0282366048955283,23.65,10.41,Silty,Hilly
1144,Rotavator,50.78122938126169,2.447241106782612,2.1378591663827065,44.53026574375071,15.876271804182288,,1.73,0.81,Sandy,Very Hilly
1145,Sprayer,62.59878134972508,7.35679535909724,2.955525690458474,71.13012470887871,,1.288114840438067,34.54,11.69,Sandy,Hilly
1146,Harrow,66.7577263339864,6.890561647982952,1.4502519655791786,91.06873233461141,21.608574088629553,,29.22,20.15,Silty,Flat
1147,Harrow,53.23122933919554,6.244622215856748,1.346855919817136,38.17529024565213,29.506503640803786,,10.45,7.76,Loamy,Hilly
1149,Harrow,71.23417253567334,4.663502617498619,1.8513050788735623,68.49719867439741,9.919818892853133,,6.23,3.36,Loamy,Hilly
1150,Harrow,95.11703937297068,9.880749042971924,2.9992788396114713,98.62244129928511,12.4263948969981,,93.62,31.21,Clay,Slightly Hilly
1151,Seeder,90.99512026883579,4.292132673771873,4.356561218014459,87.5806051371523,,1.29481814438999,26.05,5.98,Sandy,Very Hilly
1152,Harrow,50.28236473495053,5.259254080791452,2.099176129480608,91.1252993032889,21.087586832447627,,30.09,14.33,Silty,Flat
1153,Rotavator,94.45456455538564,4.483509932502244,3.522620631224944,88.39688175514192,12.585620674592793,,34.17,9.7,Loamy,Slightly Hilly
1154,Seeder,73.02956506102507,2.9514672179442876,0.8756482999785409,57.07086524697464,,1.0224637056707326,3.56,4.07,Silty,Flat
1155,Plow,69.11359886247385,4.935037240585996,1.494153170608501,68.86147335171822,29.702777556356843,,16.42,10.99,Sandy,Flat
1156,Rotavator,63.296966220366315,8.052543508226425,4.115217774660339,61.89085201784681,15.88459977105247,,33.77,8.21,Silty,Slightly Hilly
1157,Harrow,83.62567057966444,6.857893556825764,4.469529314377912,93.89946175773122,25.40168839402938,,125.44,28.07,Clay,Slightly Hilly
1158,Harrow,69.91844441343488,9.314729357819242,0.6807022614588429,48.688264153821066,10.521741836539654,,3.07,4.51,Sandy,Very Hilly
1159,Sprayer,52.76691611584941,7.436710097842778,4.507497657067626,59.76121396215432,,2.9891833394988288,99.45,22.06,Loamy,Very Hilly
1160,Rotavator,71.12153370647889,6.772846877488546,4.9681679914297305,70.47331367312867,18.39243992126267,,64.81,13.05,Clay,Flat
1161,Harrow,95.6497207441426,7.072682837158887,2.5725886224212235,85.32707349499242,15.52578271672528,,38.22,14.85,Sandy,Hilly
1162,Seeder,85.39546705549527,2.9638355451529836,2.376677400060931,75.99236313748013,,3.713439977070765,41.81,17.59,Loamy,Hilly
1163,Sprayer,86.90903891525029,7.870562224247186,3.532946548073578,61.236090731271005,,2.9425432235707882,118.18,33.45,Sandy,Hilly
1164,Rotavator,54.345438629676735,9.772245848438093,3.2098171161438867,95.17107183191133,10.27890938937496,,29.59,9.22,Clay,Hilly
1165,Harrow,71.81202150327714,5.0183027608793065,1.0163996049805761,96.86847088962135,6.857261224453996,,5.15,5.06,Loamy,Slightly Hilly
1166,Harrow,81.03705201065509,9.083461146414315,2.798130344311947,40.10897221267342,9.617119005494663,,20.46,7.31,Loamy,Flat
1167,Rotavator,94.2964823945543,9.298795728566217,1.5778855361681545,74.68608605809206,19.287182795834568,,54.74,34.7,Clay,Flat
1168,Harrow,97.52382242952478,4.305371413853836,2.4368268142693017,74.02503417308318,22.448645149994718,,41.08,16.86,Loamy,Flat
1169,Sprayer,89.45310707371782,9.626819209542756,3.985600736141066,32.11613196558116,,1.4651113695862077,58.03,14.56,Silty,Very Hilly
1171,Rotavator,61.856356068788934,5.546436935315092,3.4100749086660085,70.77720843994693,6.884891088988819,,9.12,2.67,Clay,Hilly
1172,Plow,62.29713974946523,5.895736941301351,4.431842337543355,59.64993693141699,8.276047745573715,,13.24,2.99,Clay,Slightly Hilly
1173,Seeder,69.79323562994409,6.542729528288056,4.495745597050074,59.99779399577353,,3.14230136815218,68.11,15.15,Sandy,Very Hilly
1175,Sprayer,89.86894382081812,2.455570245646344,1.8479937872631402,58.3414473054098,,1.3333427951628818,15.57,8.43,Silty,Slightly Hilly
1176,Harrow,61.81795444497623,2.5083754477281417,4.836169833334957,51.90066393769078,6.26000469903672,,4.26,0.88,Silty,Hilly
1178,Rotavator,81.52151726434205,9.542129632925938,1.6239344798001918,99.74502642075593,11.06480986444145,,39.04,24.04,Clay,Flat
1179,Rotavator,97.14926590538417,8.793346736964544,2.8011738421135495,86.63752351738604,15.821206578747905,,51.42,18.36,Loamy,Very Hilly
1180,Harrow,63.8755858595062,9.143671585379984,4.1022491921290465,47.341618045684086,26.616159260658637,,57.29,13.97,Silty,Slightly Hilly
1181,Sprayer,54.31313703695653,2.7812799870690297,2.4370447525163783,55.89249237907093,,3.2914544409584643,17.42,7.15,Sandy,Very Hilly
1182,Seeder,85.15181268955104,9.362520415673231,2.628709946861596,50.72722984293773,,1.2054274822568742,35.29,13.43,Clay,Very Hilly
1183,Seeder,65.01183499820738,2.3931868561318677,3.651407940537517,57.373977705342256,,2.1094902078966222,21.05,5.77,Clay,Slightly Hilly
1184,Plow,91.42169282592474,4.631417843414278,0.7798231322970468,93.12519628711233,26.579671001367366,,9.74,12.49,Sandy,Hilly
1185,Harrow,55.39242337387209,4.408399541291308,1.5319374416031915,82.60030145181463,10.80621702881119,,5.46,3.57,Clay,Very Hilly
1186,Rotavator,83.49723977023109,8.605332232774089,3.7246943329061364,76.32291819469222,9.987774295310388,,29.28,7.86,Silty,Very Hilly
1187,Sprayer,95.9888460803081,5.492460645014285,1.1542974789375,47.24654632592635,,3.8780377989328843,36.04,31.23,Loamy,Hilly
1188,Sprayer,85.41537600104097,9.17262120172311,4.112658510264335,98.10761631742814,,1.1688031841747097,127.73,31.06,Clay,Very Hilly
1189,Sprayer,77.88583010851504,7.229263422850752,3.4652448328125685,36.2094194924391,,1.5534926901672197,46.32,13.37,Clay,Very Hilly
1190,Sprayer,69.21815972160351,6.2323560458364256,0.563779757150568,90.43866482584127,,1.5242146587227192,10.15,18.0,Clay,Very Hilly
1191,Sprayer,63.22167529834904,6.833992516823368,0.8147366502645176,43.35020258664526,,3.246202102877816,17.77,21.81,Sandy,Flat
1192,Seeder,59.65861143382958,5.987967365576664,1.5676040618198526,99.70777951024169,,2.911069665363844,48.32,30.83,Loamy,Slightly Hilly
1193,Sprayer,50.62486052590488,3.7767819573170387,1.470337560919419,43.816162655913175,,2.943789243125247,11.69,7.95,Sandy,Hilly
1194,Sprayer,93.97811879282114,8.28318872287223,4.160362969050318,43.58966662835083,,1.1469874562628863,66.38,15.96,Loamy,Flat
1196,Rotavator,86.21937340132678,9.019514612360053,3.4504456327767556,58.75699218546815,23.401313593377484,,51.91,15.05,Silty,Very Hilly
1197,Harrow,68.13513736277655,4.235813831040998,1.0286571861103433,61.3782192838808,19.440679490412805,,8.89,8.64,Silty,Slightly Hilly
1199,Rotavator,70.15756653177402,5.304540250641805,0.8425446682190112,43.30982952992468,19.350242830735688,,2.32,2.75,Sandy,Very Hilly
1200,Sprayer,61.619837954822444,7.928069695111021,4.535461889733715,81.19465378493581,,1.0878755790941463,108.69,23.97,Clay,Slightly Hilly
1201,Plow,57.34723171369801,4.657780934849682,2.0985771895920156,87.10565075909444,28.142568146820576,,29.91,14.25,Clay,Flat
1202,Plow,63.731399697818816,4.216900843756148,4.702324587841838,79.05970687565272,12.193615538299557,,18.96,4.03,Sandy,Flat
1203,Harrow,57.99107093671529,7.511748400017255,1.6468938225603897,76.6836155624321,19.197062726914623,,20.66,12.55,Silty,Very Hilly
1204,Sprayer,65.92169732642034,3.124396816369499,0.8014498727137809,39.45359105814983,,1.3583358068333244,4.12,5.15,Clay,Hilly
1205,Rotavator,54.06074952011893,7.370232835253793,1.062658559390917,43.635275286997356,14.185504462837654,,5.52,5.19,Silty,Flat
1206,Rotavator,72.50264365638668,4.59315599208543,4.279520514606071,87.96618640042288,16.410364733659573,,42.73,9.98,Loamy,Flat
1208,Sprayer,89.37996654024607,3.784002663688997,3.471362218966021,76.89771796715578,,3.7358193109630773,80.74,23.26,Sandy,Hilly
1210,Rotavator,79.77996207220554,9.723558902622134,2.1569020809109745,64.36398049317012,12.167080374083035,,26.24,12.17,Loamy,Flat
1211,Harrow,85.44085118582404,7.69074733258037,2.371753556698618,71.37976865738982,12.158496570479278,,25.99,10.96,Loamy,Slightly Hilly
1212,Harrow,54.6257985090554,7.365392243627914,2.638968273685752,61.69737446185033,8.534662462338678,,9.23,3.5,Silty,Very Hilly
1213,Harrow,76.44272036724875,5.556034773551494,0.9001003229869129,58.791189475553566,12.537160457170156,,3.4,3.78,Loamy,Very Hilly
1214,Rotavator,82.64985291528092,5.939317866248842,3.3513906517477143,68.35531773847687,9.341571178052684,,22.14,6.61,Loamy,Flat
1215,Sprayer,64.89730753242631,2.045215853313424,1.6948842227487688,77.86997739413405,,3.257941536297706,15.43,9.1,Sandy,Very Hilly
1217,Rotavator,96.62218329470463,4.602453059681176,0.8976913098868434,73.43274176853498,26.350364534566953,,10.04,11.18,Loamy,Hilly
1218,Harrow,89.77513607517837,6.186312941405235,4.725851589380626,84.01523843337873,17.73546648370452,,59.98,12.69,Loamy,Hilly
1219,Sprayer,60.732859406583344,4.205177536056501,3.9876038653492176,94.99133962385648,,2.249441148588086,110.29,27.66,Clay,Flat
1222,Sprayer,90.67777152463111,2.426843095663183,3.4757072017264035,98.64026430321263,,2.53794881193523,76.92,22.13,Clay,Very Hilly
1223,Plow,81.74294634453874,4.790176617898945,3.829182517048473,79.51491968135785,11.174974620796995,,14.5,3.79,Sandy,Very Hilly
1224,Harrow,72.59793531123782,5.326883516016817,2.779470141823076,56.76985210117789,13.388424844660056,,18.39,6.62,Clay,Flat
1225,Sprayer,66.49961462146616,4.65715277187206,3.317399425765367,48.535841868026225,,1.5190745891039157,27.53,8.3,Silty,Hilly
1226,Rotavator,53.516325444942716,3.3756176321920552,1.2364008004544769,98.00718941503258,9.232567728415221,,4.35,3.52,Silty,Slightly Hilly
1227,Sprayer,86.55764061825676,7.003483023686676,3.404784553490964,31.510057961964396,,2.2767922020050166,44.69,13.13,Sandy,Hilly
1229,Rotavator,74.044659884126,4.780453882345208,3.0011966953303584,30.424318316940013,25.403308217535432,,13.76,4.58,Silty,Very Hilly
1230,Seeder,75.21799889859497,2.1157851199781836,3.6462145802272454,95.53017145148758,,1.5355313034642073,13.31,3.65,Sandy,Very Hilly
1231,Sprayer,82.7554262963537,5.92877577044784,4.542686795233758,62.914931866676596,,1.161939774630389,80.56,17.73,Loamy,Flat
1232,Seeder,86.63328586182439,4.346348778429063,4.490906407472286,34.63453098634008,,1.9463072949951394,29.05,6.47,Silty,Hilly
1233,Seeder,71.39381866235212,5.762418678160079,3.7489562176047064,95.93491774129559,,1.4103506747410903,54.67,14.58,Sandy,Flat
1234,Plow,84.92853246488725,6.452133353090412,2.8252213612657497,37.04086630285018,17.078975686579266,,15.21,5.38,Clay,Very Hilly
1235,Harrow,78.16402982563653,8.66160834933029,3.0858399557803415,86.32812322580997,7.325711548216877,,36.26,11.75,Silty,Flat
1236,Plow,59.11013264236501,7.798078331834232,2.8202489411121983,59.06692124353472,18.513782096540297,,21.17,7.51,Loamy,Hilly
1237,Rotavator,76.42347429432837,2.132069411420429,3.145739502178566,61.88918173164136,7.030119512432818,,4.23,1.34,Loamy,Slightly Hilly
1238,Plow,93.82912241575507,3.3286290117743915,4.674664656668593,79.21920517126254,25.697576104806878,,45.12,9.65,Sandy,Slightly Hilly
1239,Harrow,70.56433227375393,8.858333876206103,4.200825132247317,81.13097255620264,21.593081322173873,,65.43,15.57,Sandy,Very Hilly
1240,Sprayer,91.43077453660491,3.759536321179203,2.154766956998963,49.59277202641904,,2.042074370028213,28.79,13.36,Loamy,Hilly
1241,Rotavator,73.74292894444908,6.519769133572975,1.2418625381536628,54.52232234454788,27.64821586619485,,12.67,10.21,Sandy,Flat
1242,Plow,59.26432252455892,6.146855924095357,4.144903246617192,34.664886596642006,15.460657373037257,,13.2,3.18,Loamy,Hilly
1243,Rotavator,93.34489328513877,7.485317998551074,3.4076038887397826,57.62882157016642,24.433084580746442,,81.06,23.79,Silty,Flat
1244,Harrow,70.98229370915129,5.7595251523043185,1.054328759200225,62.05944431633972,14.045215505337776,,9.41,8.93,Silty,Slightly Hilly
1245,Harrow,65.54424042002353,8.856245058886444,1.014859126327859,47.11942908943651,10.30075401422743,,4.0,3.94,Silty,Very Hilly
1246,Sprayer,87.15685122657975,2.400341697362392,1.3194233901281223,98.88881546123146,,1.0987903628193902,11.1,8.41,Clay,Very Hilly
1247,Sprayer,67.06274317729472,8.990934520101163,3.4217407613367623,44.00652402864043,,1.7333776085689838,62.95,18.4,Loamy,Flat
1248,Sprayer,86.7490225343627,4.616117359557031,0.9909106477673268,50.461085002765046,,3.1326041010886905,26.01,26.25,Sandy,Flat
1249,Harrow,83.02053179804821,5.367538478291731,3.589887369246287,87.07375606300258,17.47414915594951,,36.6,10.2,Loamy,Hilly
1250,Plow,52.54176263936037,4.052581368763357,3.734339511701462,52.82902537395716,21.63258946085812,,17.29,4.63,Silty,Flat
1251,Rotavator,50.15351939470305,7.138700229365767,2.8412710073474945,78.25890603723076,26.42274139326241,,44.36,15.61,Clay,Hilly
1252,Harrow,85.099368446775,6.826743277017569,2.200668880342448,36.09716185226103,24.464125652902606,,27.84,12.65,Clay,Flat
1253,Harrow,73.19486238541204,3.0882271165702395,3.4800359674445525,40.81993928231203,18.203365379550668,,16.54,4.75,Clay,Slightly Hilly
1254,Sprayer,72.80073005995963,2.3895132446846077,2.7448685406584397,84.56972843355157,,1.1483258868407713,13.2,4.81,Sandy,Slightly Hilly
1255,Harrow,58.907914297472566,9.91339525333133,2.973334217631135,70.98263259315192,10.62568958560545,,20.14,6.77,Sandy,Hilly
1256,Harrow,74.41967961146884,5.471086691140412,4.44594581915287,41.40120838282003,8.964317292612895,,7.99,1.8,Sandy,Hilly
1257,Seeder,55.094164611603006,8.17038642231341,3.3462014630874544,31.703418858795203,,2.8509498596800857,50.9,15.21,Clay,Slightly Hilly
1258,Plow,87.55104159175858,7.690666095835457,1.3197880795041677,77.31804103055651,8.254260610098637,,8.69,6.58,Silty,Very Hilly
1259,Rotavator,50.89359492123286,4.933075682408886,3.1612802773308264,46.49268684797977,10.06615454946881,,7.19,2.27,Loamy,Slightly Hilly
1260,Sprayer,81.33099226016341,7.961094255148212,0.5362177610338734,42.18651367032699,,1.9725395917286952,13.43,25.04,Clay,Flat
1261,Sprayer,79.26629903131536,2.6280157522904526,1.2730102583595744,83.88663854909684,,2.4748186377340313,32.31,25.38,Silty,Flat
1262,Harrow,64.78401720810339,3.5045692771602646,0.7973411482546569,80.4670187267658,9.760699233045493,,2.88,3.62,Loamy,Flat
1263,Sprayer,87.76253030548726,4.954055893845935,4.761367212432136,83.90880922891034,,1.3725705399595105,87.82,18.44,Sandy,Flat
1264,Plow,72.65034009367974,6.045685887842128,4.844331131162224,47.473171434750796,14.98942276758639,,27.26,5.63,Clay,Slightly Hilly
1266,Sprayer,64.22122863121652,5.014749333177434,0.9696484453923402,74.3668045859389,,2.6933280854406774,17.09,17.62,Loamy,Very Hilly
1267,Plow,89.11665679633296,9.058935576952454,3.527195040610377,95.55760317109237,11.506273194696988,,28.7,8.14,Sandy,Hilly
1268,Harrow,73.19614296667797,4.579436508510095,2.7727161910934495,42.3314592981868,6.762241354752978,,4.05,1.46,Sandy,Hilly
1269,Harrow,98.24843622732496,5.684232233680486,3.484589935346285,53.41043883936385,10.687745514080671,,24.54,7.04,Silty,Flat
1271,Rotavator,95.45041313158842,7.87643847471406,1.732586226161756,34.0822329314108,17.997608996786585,,16.01,9.24,Silty,Flat
1272,Harrow,80.74957406630318,7.617668963655186,2.135739411802138,78.30311450711565,6.414552983785453,,13.04,6.11,Loamy,Slightly Hilly
1273,Rotavator,92.3039343217794,2.12685027687529,4.567057646469392,72.0297978891671,21.916290265073535,,27.87,6.1,Clay,Hilly
1275,Rotavator,56.66588411477836,6.676360878098779,2.8410460034350176,75.24174723088173,13.936977074736008,,15.55,5.47,Silty,Hilly
1276,Rotavator,66.62851402180254,9.215556759344446,4.03932712713335,60.52334049824475,13.125054790058043,,46.0,11.39,Silty,Slightly Hilly
1277,Harrow,90.67701971108235,8.332007701041565,1.5574757909617594,30.937621651354075,29.461765750032395,,17.16,11.02,Loamy,Hilly
1278,Harrow,96.45332333667452,5.718272327267905,0.7584401270872196,78.84204410878121,11.755253348400897,,7.54,9.93,Clay,Hilly
1279,Harrow,69.80779864266174,2.573599689937585,1.305524610003296,42.864797649648494,29.83647192793517,,5.62,4.3,Loamy,Flat
1280,Plow,66.32287557312581,7.511574174729884,2.133378646077629,61.22734132368558,25.338513767219073,,30.48,14.29,Loamy,Slightly Hilly
1281,Plow,89.92388083216649,8.318623521901644,1.7425046799767605,49.05892191864678,17.059285221362767,,24.43,14.02,Silty,Flat
1282,Sprayer,83.22367795529745,2.664544585397447,1.669717702875963,76.8598332803083,,3.3517731505232136,31.81,19.05,Loamy,Very Hilly
1283,Rotavator,52.78275151681518,2.6614719974766725,2.953187708838176,39.71985888584583,27.073898455100206,,4.29,1.45,Sandy,Very Hilly
1284,Harrow,75.72286354871511,3.0494840115125967,0.7632226864081002,89.68595431766565,14.062593844394776,,5.73,7.5,Clay,Flat
1285,Harrow,99.29114082243112,3.7635374258329106,1.1224033012026968,79.30279445836933,24.54658721599586,,11.81,10.52,Loamy,Very Hilly
1286,Plow,88.71701012799878,4.217087395983344,1.4348975785243516,80.30907511801499,5.4478795131353435,,3.46,2.41,Clay,Very Hilly
1287,Harrow,50.42128934578482,6.5704803426155864,0.976243487748371,44.18565246105889,13.127846387747278,,3.97,4.07,Sandy,Flat
1289,Harrow,99.88216685768492,4.294756572475376,1.0384092464282921,86.47947822939345,18.376537527172943,,11.74,11.31,Sandy,Hilly
1291,Harrow,71.3715492382501,9.484405799436342,4.923059812707124,54.01708502937292,27.618620371157892,,95.96,19.49,Loamy,Slightly Hilly
1292,Sprayer,54.523017749068806,8.039036052122125,3.6625117222983135,78.007891299644,,2.20118279992228,86.51,23.62,Silty,Very Hilly
1293,Rotavator,86.00778537028441,7.191094033977174,4.410434686882253,82.50107568265577,18.906464871207135,,51.04,11.57,Silty,Very Hilly
1294,Seeder,79.30971011685551,4.065011091064652,4.968342122689769,78.53937711336462,,3.748353652778386,168.27,33.87,Clay,Slightly Hilly
1295,Harrow,84.20114157363307,6.162041080922549,4.00457645034389,96.18444580844898,20.51976918853959,,109.56,27.36,Clay,Flat
1296,Harrow,64.94707779912129,3.72452084660729,4.525151468546774,37.80379072758981,6.537499144303861,,4.67,1.03,Silty,Hilly
1297,Seeder,93.74326916747111,7.7016577957,1.2816047389651204,88.16457064493457,,1.0647534233091793,22.39,17.47,Silty,Slightly Hilly
1298,Harrow,65.63247941659866,8.65312865746428,4.453158818171978,64.273129011246,27.688576346932983,,58.96,13.24,Sandy,Hilly
1299,Harrow,89.79351613706426,6.360573062487864,3.989300280529224,53.02977877582158,24.26162434967258,,70.66,17.71,Silty,Slightly Hilly
1300,Plow,71.53029851656879,4.685735175139213,3.3114189605537248,75.42520671879981,16.125721700067494,,16.9,5.1,Silty,Hilly
1301,Rotavator,78.55258561529327,2.574709098012959,4.22203738373087,95.72310640944254,27.191602210006057,,40.17,9.51,Clay,Very Hilly
1302,Seeder,91.9182015068773,2.5331676787602007,2.952593374009511,89.81681523348976,,2.643891058348912,55.49,18.79,Silty,Flat
1303,Seeder,68.5341643459119,3.0412452936939705,1.047445550046112,50.44460903553602,,3.7504135333308852,6.41,6.12,Sandy,Very Hilly
1304,Sprayer,57.160934369067185,4.949268410356352,4.6642631271958965,89.70915911573512,,1.4609583050872716,77.77,16.67,Silty,Hilly
1305,Harrow,58.15330553610832,3.9372092097375937,2.3376768911879404,42.82770982669625,20.6843899274803,,13.59,5.81,Silty,Flat
1306,Plow,91.88562226299099,2.446631517438882,3.2424284744729106,79.55677694517492,22.697989411894667,,29.32,9.04,Clay,Slightly Hilly
1307,Rotavator,66.11203671057051,8.740536784909327,4.150014108354269,60.137350201349676,23.42261716566114,,78.41,18.9,Clay,Slightly Hilly
1308,Plow,81.37369065728976,2.6183867662107687,3.1666657927454773,49.03333454114137,10.454303186130296,,6.88,2.17,Clay,Hilly
1309,Plow,72.00747805452953,6.954619796695803,2.472437073757748,30.388461477589185,14.002305520765352,,7.14,2.89,Loamy,Slightly Hilly
1310,Harrow,67.90614969518279,2.363946451291601,2.2068132244796024,48.64153991023353,15.477643421044828,,3.28,1.49,Sandy,Very Hilly
1311,Plow,82.16138974355727,9.754986060923306,1.25862459392421,86.8195359834483,10.977355524131028,,9.29,7.38,Sandy,Very Hilly
1312,Seeder,94.39425832109177,3.5023221672143174,1.2415746923258475,76.1511785703467,,3.4093288955872145,31.01,24.98,Clay,Slightly Hilly
1313,Rotavator,79.14974179347112,5.2680183614589104,3.939568660854367,32.63255255223411,13.961042152705472,,10.29,2.61,Sandy,Flat
1315,Sprayer,70.5537560920174,9.4323503207791,1.6058973539573438,63.04873587238616,,1.7700609668600855,38.66,24.08,Clay,Very Hilly
1316,Sprayer,75.97357923099068,2.495512795173952,2.236260961340479,93.77318718726102,,1.7834462067747712,33.07,14.79,Clay,Flat
1317,Sprayer,94.72263569091396,6.1179772711532125,3.420576824184768,98.8081308312,,1.028982286667045,66.54,19.45,Loamy,Slightly Hilly
1319,Rotavator,50.34907307291043,9.466068627828895,2.23133443980992,34.289092626810124,21.858815549513796,,14.81,6.64,Loamy,Hilly
1320,Seeder,98.3056215532855,6.945465185430332,3.9693569034257585,46.79133171413873,,2.611860317132024,59.52,15.0,Sandy,Slightly Hilly
1321,Rotavator,51.63840239693649,2.777223488430253,4.133625398137725,96.84770088111239,9.953448800401024,,9.84,2.38,Loamy,Hilly
1322,Seeder,84.8366747556851,4.367606186005737,3.7866177820770757,42.98260553608076,,2.2909259154842188,37.1,9.8,Clay,Hilly
1324,Harrow,54.81945713500882,3.899576428289552,2.87493956398233,35.02126492291466,6.948269654635446,,2.53,0.88,Sandy,Flat
1325,Plow,83.35285371067212,7.134096294931437,3.457491431857121,71.29249530381196,13.751488727767962,,21.84,6.32,Silty,Very Hilly
1326,Plow,51.36875381751167,4.313634085635144,4.5487463457064985,87.51399386731934,10.173527442366339,,10.4,2.29,Loamy,Hilly
1327,Harrow,60.69112513764714,4.525637264617066,3.349662079175327,82.53875107587906,19.7066236573916,,24.21,7.23,Clay,Very Hilly
1328,Harrow,78.54580944350597,6.084481532408842,4.89762594758077,46.27980048572234,6.492710838827771,,22.25,4.54,Clay,Flat
1329,Seeder,65.87133738367412,3.712093496774603,0.8763923745095163,39.179214886380926,,1.0266770713509303,1.89,2.15,Silty,Very Hilly
1330,Harrow,70.55125918918195,6.123407476579953,1.8871577101109414,55.50844110612993,23.777129074597692,,13.05,6.91,Loamy,Very Hilly
1331,Harrow,74.98341486814763,5.431718829376994,4.106542272994837,90.17147881029543,21.78975421864391,,47.22,11.5,Loamy,Hilly
1332,Harrow,60.47171758269236,5.403244526720166,4.344463581403005,54.08729719765738,22.762834927602057,,49.12,11.31,Silty,Flat
1333,Seeder,66.18944496075925,4.214977422951579,4.156227450640625,76.40422739069801,,1.688977088700539,45.27,10.89,Loamy,Flat
1334,Plow,60.00092356565333,3.0505797502818224,4.613569174913641,39.55494448337023,15.412586691450661,,6.15,1.33,Clay,Very Hilly
1335,Plow,97.62592905354816,8.845813113320244,3.287581600838258,35.3434975305308,15.136198596820497,,21.4,6.51,Loamy,Very Hilly
1336,Rotavator,55.654199869724216,2.6670904767833665,1.4076597384738783,76.51377465415534,19.712148036668154,,7.96,5.66,Clay,Slightly Hilly
1337,Rotavator,85.70809608793739,7.1471090290272326,4.947166462702219,49.603121353771286,8.121615632288913,,21.79,4.4,Loamy,Hilly
1338,Rotavator,53.078063076483936,4.244443307706071,0.578539245453019,63.38730464943696,12.176949489526887,,1.49,2.58,Loamy,Slightly Hilly
1339,Rotavator,67.27112167825751,2.547710381753199,4.779326504549679,44.80790825324261,7.207303487631029,,5.99,1.25,Silty,Flat
1340,Sprayer,81.19641174339009,3.8555179457030615,0.676831325483903,52.1337705122357,,1.9357502897354815,6.56,9.7,Loamy,Very Hilly
1341,Seeder,71.74127517217778,2.7728059352728653,4.6346289513322345,44.24038703057695,,1.2226347844589247,14.72,3.18,Silty,Hilly
1343,Plow,71.02039380836761,6.293660711369482,1.081162427343357,72.01739887789962,14.827708064312649,,5.26,4.87,Sandy,Very Hilly
1344,Harrow,95.61010907919041,5.59715313840024,3.396468420851123,32.56236942732221,28.65768345666539,,32.89,9.68,Silty,Slightly Hilly
1345,Seeder,60.429142514536856,2.668157957748523,2.2710418570410282,77.49298890786245,,3.2923970614487805,38.86,17.11,Clay,Flat
1346,Rotavator,96.86541073579318,9.747463908914796,4.3354249630456785,68.12007984170266,18.554112473847184,,97.68,22.53,Clay,Very Hilly
1347,Harrow,88.93660194848579,2.527576488853393,0.5477374823854702,41.75505706942307,16.869926533600292,,2.31,4.21,Loamy,Flat
